dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,train_acc,val_acc,test_acc,train_f1_macro,val_f1_macro,test_f1_macro,train_auc_macro,val_auc_macro,test_auc_macro,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,128,300,0.0005,0.0,25.497461080551147,0.09704422950744629,25.594505310058594,0.732776617954071,0.5573770491803278,0.48333333333333334,0.7297530727418914,0.5713205237501914,0.4914702581369248,0.938025192199909,0.7802287581699345,0.7436666666666666,1.9890756607055664,1337.41796875,1338.79296875
ENZYMES,128,300,0.0005,0.4,47.337119340896606,0.09969735145568848,47.436816692352295,0.5594989561586639,0.5245901639344263,0.4166666666666667,0.5520204392980145,0.5175562582599196,0.39779512283382257,0.861099650497552,0.7434284016636958,0.7153333333333335,2.0137557983398438,1338.79296875,1338.79296875
ENZYMES,128,800,0.001,0.0,15.796562433242798,0.09452700614929199,15.89108943939209,0.42588726513569936,0.4426229508196721,0.2833333333333333,0.3862422547631666,0.3742548639100363,0.2638888888888889,0.7778103618751521,0.7278015448603684,0.6205000000000002,1.9774389266967773,1338.79296875,1338.79296875
ENZYMES,128,800,0.001,0.4,50.71434736251831,0.11566662788391113,50.83001399040222,0.6116910229645094,0.6229508196721312,0.35,0.6104503522312998,0.6190614877113733,0.35403077302390806,0.8909847469411928,0.7871895424836602,0.7040000000000001,2.0059309005737305,1338.79296875,1338.79296875
ENZYMES,128,800,0.0005,0.0,43.47947669029236,0.09499120712280273,43.57446789741516,0.81419624217119,0.5901639344262295,0.5,0.8135531946048781,0.5845029239766081,0.506383712905452,0.9698725651153199,0.7615626856803327,0.8046666666666668,2.0130615234375,1338.79296875,1339.54296875
ENZYMES,128,800,0.0005,0.4,17.255367755889893,0.10207271575927734,17.35744047164917,0.33402922755741127,0.4098360655737705,0.26666666666666666,0.2966021069446944,0.37782200599538057,0.26769536019536017,0.7216541816037986,0.7053654188948307,0.622,2.0055713653564453,1339.54296875,1339.54296875
ENZYMES,256,300,0.001,0.0,42.798030853271484,0.10089421272277832,42.89892506599426,0.8496868475991649,0.5901639344262295,0.5,0.8496595375791635,0.5757393982256009,0.5067873303167421,0.9578291985237355,0.7697088532382651,0.7873333333333333,3.769683837890625,1339.54296875,1371.52734375
ENZYMES,256,300,0.001,0.4,60.04177212715149,0.10070204734802246,60.14247417449951,0.9123173277661796,0.6229508196721312,0.6166666666666667,0.9125376537792192,0.5991353062964316,0.6147474747474747,0.9921874306018211,0.8056268568033272,0.8086666666666668,3.771430015563965,1371.52734375,1374.27734375
ENZYMES,256,300,0.0005,0.0,31.04626226425171,0.10158205032348633,31.147844314575195,0.7724425887265136,0.5409836065573771,0.4666666666666667,0.7705958513933672,0.5362282323649937,0.464301475970274,0.9547115547307087,0.7596078431372549,0.7443333333333334,3.739879608154297,1374.27734375,1374.07421875
ENZYMES,256,300,0.0005,0.4,57.18955111503601,0.09988546371459961,57.28943657875061,0.7056367432150313,0.5573770491803278,0.43333333333333335,0.6982988959953458,0.5353291596485789,0.3970238095238095,0.9414248040988547,0.8259833630421866,0.7973333333333334,3.7662477493286133,1374.07421875,1375.07421875
ENZYMES,256,800,0.001,0.0,22.054847717285156,0.10024619102478027,22.155093908309937,0.48434237995824636,0.45901639344262296,0.35,0.4522086150297529,0.39121970353854413,0.313503666573842,0.7965983788585388,0.7186690433749258,0.6663333333333333,3.7345752716064453,1375.07421875,1368.6640625
